Ubigeo|Departamento|Provincia|Distrito|Codigo|distrito_det|FlgZona|CENTROSNEGOCIO|FLGPROVCENTROSNEGOCIO|distrito_agg|FlgCiudad|
040110|AREQUIPA|AREQUIPA|POCSI|040113|POCSI|PROV|||AREQUIPA|1|
040111|AREQUIPA|AREQUIPA|POLOBAYA|040114|POLOBAYA|PROV|||AREQUIPA|1|
040112|AREQUIPA|AREQUIPA|QUEQUEÑA|040115|QUEQUEÑA|PROV|||AREQUIPA|1|
040113|AREQUIPA|AREQUIPA|SABANDIA|040116|SABANDIA|PROV|||AREQUIPA|1|
040114|AREQUIPA|AREQUIPA|SACHACA|040117|SACHACA|PROV|||AREQUIPA|1|
040115|AREQUIPA|AREQUIPA|SAN JUAN DE SIGUAS|040118|SAN JUAN DE SIGUAS|PROV|||AREQUIPA|1|
040116|AREQUIPA|AREQUIPA|SAN JUAN DE TARUCANI|040119|SAN JUAN DE TARUCANI|PROV|||AREQUIPA|1|
040117|AREQUIPA|AREQUIPA|SANTA ISABEL DE SIGUAS|040120|SANTA ISABEL DE SIGUAS|PROV|||AREQUIPA|1|
040118|AREQUIPA|AREQUIPA|SANTA RITA DE SIHUAS|040121|SANTA RITA DE SIHUAS|PROV|||AREQUIPA|1|
040119|AREQUIPA|AREQUIPA|SOCABAYA|040122|SOCABAYA|PROV|||AREQUIPA|1|
040120|AREQUIPA|AREQUIPA|TIABAYA|040123|TIABAYA|PROV|||AREQUIPA|1|
040121|AREQUIPA|AREQUIPA|UCHUMAYO|040124|UCHUMAYO|PROV|||AREQUIPA|1|
040122|AREQUIPA|AREQUIPA|VITOR|040125|VITOR|PROV|||AREQUIPA|1|
040123|AREQUIPA|AREQUIPA|YANAHUARA|040126|YANAHUARA|PROV|||AREQUIPA|1|
040124|AREQUIPA|AREQUIPA|YARABAMBA|040127|YARABAMBA|PROV|||AREQUIPA|1|
040125|AREQUIPA|AREQUIPA|YURA|040128|YURA|PROV|||AREQUIPA|1|
040126|AREQUIPA|AREQUIPA|MARIANO MELGAR|040109|MARIANO MELGAR|PROV|||AREQUIPA|1|
040127|AREQUIPA|AREQUIPA|JACOBO HUNTER|040107|JACOBO HUNTER|PROV|||AREQUIPA|1|
040128|AREQUIPA|AREQUIPA|ALTO SELVA ALEGRE|040102|ALTO SELVA ALEGRE|PROV|||AREQUIPA|1|
040129|AREQUIPA|AREQUIPA|JOSE LUIS BUSTAMANTE Y RIVERO|040129|JOSE LUIS BUSTAMANTE Y RIVERO|PROV|||AREQUIPA|1|
040201|AREQUIPA|CAYLLOMA|CHIVAY|040501|CAYLLOMA|PROV|||CAYLLOMA|0|
040202|AREQUIPA|CAYLLOMA|ACHOMA|040502|CAYLLOMA|PROV|||CAYLLOMA|0|
040203|AREQUIPA|CAYLLOMA|CABANACONDE|040503|CAYLLOMA|PROV|||CAYLLOMA|0|
040204|AREQUIPA|CAYLLOMA|CAYLLOMA|040505|CAYLLOMA|PROV|||CAYLLOMA|0|
040205|AREQUIPA|CAYLLOMA|CALLALLI|040504|CAYLLOMA|PROV|||CAYLLOMA|0|
040206|AREQUIPA|CAYLLOMA|COPORAQUE|040506|CAYLLOMA|PROV|||CAYLLOMA|0|
040207|AREQUIPA|CAYLLOMA|HUAMBO|040507|CAYLLOMA|PROV|||CAYLLOMA|0|
040208|AREQUIPA|CAYLLOMA|HUANCA|040508|CAYLLOMA|PROV|||CAYLLOMA|0|
040209|AREQUIPA|CAYLLOMA|ICHUPAMPA|040509|CAYLLOMA|PROV|||CAYLLOMA|0|
040210|AREQUIPA|CAYLLOMA|LARI|040510|CAYLLOMA|PROV|||CAYLLOMA|0|
040211|AREQUIPA|CAYLLOMA|LLUTA|040511|CAYLLOMA|PROV|||CAYLLOMA|0|
040212|AREQUIPA|CAYLLOMA|MACA|040512|CAYLLOMA|PROV|||CAYLLOMA|0|
040213|AREQUIPA|CAYLLOMA|MADRIGAL|040513|CAYLLOMA|PROV|||CAYLLOMA|0|
040214|AREQUIPA|CAYLLOMA|SAN ANTONIO DE CHUCA|040514|CAYLLOMA|PROV|||CAYLLOMA|0|
040215|AREQUIPA|CAYLLOMA|SIBAYO|040515|CAYLLOMA|PROV|||CAYLLOMA|0|
040216|AREQUIPA|CAYLLOMA|TAPAY|040516|CAYLLOMA|PROV|||CAYLLOMA|0|
040217|AREQUIPA|CAYLLOMA|TISCO|040517|CAYLLOMA|PROV|||CAYLLOMA|0|
040218|AREQUIPA|CAYLLOMA|TUTI|040518|CAYLLOMA|PROV|||CAYLLOMA|0|
040219|AREQUIPA|CAYLLOMA|YANQUE|040519|CAYLLOMA|PROV|||CAYLLOMA|0|
040220|AREQUIPA|CAYLLOMA|MAJES|040520|CAYLLOMA|PROV|||CAYLLOMA|0|
040301|AREQUIPA|CAMANA|CAMANA|040201|CAMANA|PROV|||CAMANA|1|
040302|AREQUIPA|CAMANA|JOSE MARIA QUIMPER|040202|CAMANA|PROV|||CAMANA|1|
040303|AREQUIPA|CAMANA|MARIANO NICOLAS VALCARCEL|040203|CAMANA|PROV|||CAMANA|1|
040304|AREQUIPA|CAMANA|MARISCAL CACERES|040204|CAMANA|PROV|||CAMANA|1|
040305|AREQUIPA|CAMANA|NICOLAS DE PIEROLA|040205|CAMANA|PROV|||CAMANA|1|
040306|AREQUIPA|CAMANA|OCOÑA|040206|CAMANA|PROV|||CAMANA|1|
040307|AREQUIPA|CAMANA|QUILCA|040207|CAMANA|PROV|||CAMANA|1|
040308|AREQUIPA|CAMANA|SAMUEL PASTOR|040208|CAMANA|PROV|||CAMANA|1|
040401|AREQUIPA|CARAVELI|CARAVELI|040301|CARAVELI|PROV|||CARAVELI|0|
040402|AREQUIPA|CARAVELI|ACARI|040302|CARAVELI|PROV|||CARAVELI|0|
040403|AREQUIPA|CARAVELI|ATICO|040303|CARAVELI|PROV|||CARAVELI|0|
040404|AREQUIPA|CARAVELI|ATIQUIPA|040304|CARAVELI|PROV|||CARAVELI|0|
040405|AREQUIPA|CARAVELI|BELLA UNION|040305|CARAVELI|PROV|||CARAVELI|0|
040406|AREQUIPA|CARAVELI|CAHUACHO|040306|CARAVELI|PROV|||CARAVELI|0|
040407|AREQUIPA|CARAVELI|CHALA|040307|CARAVELI|PROV|||CARAVELI|0|
040408|AREQUIPA|CARAVELI|CHAPARRA|040308|CARAVELI|PROV|||CARAVELI|0|
040409|AREQUIPA|CARAVELI|HUANUHUANU|040309|CARAVELI|PROV|||CARAVELI|0|
040410|AREQUIPA|CARAVELI|JAQUI|040310|CARAVELI|PROV|||CARAVELI|0|
040411|AREQUIPA|CARAVELI|LOMAS|040311|CARAVELI|PROV|||CARAVELI|0|
040412|AREQUIPA|CARAVELI|QUICACHA|040312|CARAVELI|PROV|||CARAVELI|0|
040413|AREQUIPA|CARAVELI|YAUCA|040313|CARAVELI|PROV|||CARAVELI|0|
040501|AREQUIPA|CASTILLA|APLAO|040401|CASTILLA|PROV|||CASTILLA|0|
040502|AREQUIPA|CASTILLA|ANDAGUA|040402|CASTILLA|PROV|||CASTILLA|0|
040503|AREQUIPA|CASTILLA|AYO|040403|CASTILLA|PROV|||CASTILLA|0|
040504|AREQUIPA|CASTILLA|CHACHAS|040404|CASTILLA|PROV|||CASTILLA|0|
040505|AREQUIPA|CASTILLA|CHILCAYMARCA|040405|CASTILLA|PROV|||CASTILLA|0|
040506|AREQUIPA|CASTILLA|CHOCO|040406|CASTILLA|PROV|||CASTILLA|0|
040507|AREQUIPA|CASTILLA|HUANCARQUI|040407|CASTILLA|PROV|||CASTILLA|0|
040508|AREQUIPA|CASTILLA|MACHAGUAY|040408|CASTILLA|PROV|||CASTILLA|0|
040509|AREQUIPA|CASTILLA|ORCOPAMPA|040409|CASTILLA|PROV|||CASTILLA|0|
040510|AREQUIPA|CASTILLA|PAMPACOLCA|040410|CASTILLA|PROV|||CASTILLA|0|
040511|AREQUIPA|CASTILLA|TIPAN|040411|CASTILLA|PROV|||CASTILLA|0|
040512|AREQUIPA|CASTILLA|URACA|040413|CASTILLA|PROV|||CASTILLA|0|
040513|AREQUIPA|CASTILLA|UÑON|040412|CASTILLA|PROV|||CASTILLA|0|
040514|AREQUIPA|CASTILLA|VIRACO|040414|CASTILLA|PROV|||CASTILLA|0|
040601|AREQUIPA|CONDESUYOS|CHUQUIBAMBA|040601|CONDESUYOS|PROV|||CONDESUYOS|0|
040602|AREQUIPA|CONDESUYOS|ANDARAY|040602|CONDESUYOS|PROV|||CONDESUYOS|0|
040603|AREQUIPA|CONDESUYOS|CAYARANI|040603|CONDESUYOS|PROV|||CONDESUYOS|0|
040604|AREQUIPA|CONDESUYOS|CHICHAS|040604|CONDESUYOS|PROV|||CONDESUYOS|0|
040605|AREQUIPA|CONDESUYOS|IRAY|040605|CONDESUYOS|PROV|||CONDESUYOS|0|
040606|AREQUIPA|CONDESUYOS|SALAMANCA|040607|CONDESUYOS|PROV|||CONDESUYOS|0|
040607|AREQUIPA|CONDESUYOS|YANAQUIHUA|040608|CONDESUYOS|PROV|||CONDESUYOS|0|
040608|AREQUIPA|CONDESUYOS|RIO GRANDE|040606|CONDESUYOS|PROV|||CONDESUYOS|0|
040701|AREQUIPA|ISLAY|MOLLENDO|040701|ISLAY|PROV|||ISLAY|0|
040702|AREQUIPA|ISLAY|COCACHACRA|040702|ISLAY|PROV|||ISLAY|0|
040703|AREQUIPA|ISLAY|DEAN VALDIVIA|040703|ISLAY|PROV|||ISLAY|0|
040704|AREQUIPA|ISLAY|ISLAY|040704|ISLAY|PROV|||ISLAY|0|
040705|AREQUIPA|ISLAY|MEJIA|040705|ISLAY|PROV|||ISLAY|0|
040706|AREQUIPA|ISLAY|PUNTA DE BOMBON|040706|ISLAY|PROV|||ISLAY|0|
040801|AREQUIPA|LA UNION|COTAHUASI|040801|LA UNION|PROV|||LA UNION|0|
040802|AREQUIPA|LA UNION|ALCA|040802|LA UNION|PROV|||LA UNION|0|
040803|AREQUIPA|LA UNION|CHARCANA|040803|LA UNION|PROV|||LA UNION|0|
040804|AREQUIPA|LA UNION|HUAYNACOTAS|040804|LA UNION|PROV|||LA UNION|0|
040805|AREQUIPA|LA UNION|PAMPAMARCA|040805|LA UNION|PROV|||LA UNION|0|
040806|AREQUIPA|LA UNION|PUYCA|040806|LA UNION|PROV|||LA UNION|0|
040807|AREQUIPA|LA UNION|QUECHUALLA|040807|LA UNION|PROV|||LA UNION|0|
040808|AREQUIPA|LA UNION|SAYLA|040808|LA UNION|PROV|||LA UNION|0|
040809|AREQUIPA|LA UNION|TAURIA|040809|LA UNION|PROV|||LA UNION|0|
040810|AREQUIPA|LA UNION|TOMEPAMPA|040810|LA UNION|PROV|||LA UNION|0|
040811|AREQUIPA|LA UNION|TORO|040811|LA UNION|PROV|||LA UNION|0|
050101|AYACUCHO|HUAMANGA|AYACUCHO|050101|HUAMANGA|PROV|||HUAMANGA|1|
050102|AYACUCHO|HUAMANGA|ACOS VINCHOS|050103|HUAMANGA|PROV|||HUAMANGA|1|
050103|AYACUCHO|HUAMANGA|CARMEN ALTO|050104|HUAMANGA|PROV|||HUAMANGA|1|
050104|AYACUCHO|HUAMANGA|CHIARA|050105|HUAMANGA|PROV|||HUAMANGA|1|
050105|AYACUCHO|HUAMANGA|QUINUA|050108|HUAMANGA|PROV|||HUAMANGA|1|
050106|AYACUCHO|HUAMANGA|SAN JOSE DE TICLLAS|050109|HUAMANGA|PROV|||HUAMANGA|1|
050107|AYACUCHO|HUAMANGA|SAN JUAN BAUTISTA|050110|HUAMANGA|PROV|||HUAMANGA|1|
050108|AYACUCHO|HUAMANGA|SANTIAGO DE PISCHA|050111|HUAMANGA|PROV|||HUAMANGA|1|
050109|AYACUCHO|HUAMANGA|VINCHOS|050114|HUAMANGA|PROV|||HUAMANGA|1|
050110|AYACUCHO|HUAMANGA|TAMBILLO|050113|HUAMANGA|PROV|||HUAMANGA|1|
050111|AYACUCHO|HUAMANGA|ACOCRO|050102|HUAMANGA|PROV|||HUAMANGA|1|
050112|AYACUCHO|HUAMANGA|SOCOS|050112|HUAMANGA|PROV|||HUAMANGA|1|
050113|AYACUCHO|HUAMANGA|OCROS|050106|HUAMANGA|PROV|||HUAMANGA|1|
050114|AYACUCHO|HUAMANGA|PACAYCASA|050107|HUAMANGA|PROV|||HUAMANGA|1|
050115|AYACUCHO|HUAMANGA|JESUS NAZARENO|050115|HUAMANGA|PROV|||HUAMANGA|1|
050201|AYACUCHO|CANGALLO|CANGALLO|050201|CANGALLO|PROV|||CANGALLO|0|
050204|AYACUCHO|CANGALLO|CHUSCHI|050202|CANGALLO|PROV|||CANGALLO|0|
050206|AYACUCHO|CANGALLO|LOS MOROCHUCOS|050203|CANGALLO|PROV|||CANGALLO|0|
050207|AYACUCHO|CANGALLO|PARAS|050205|CANGALLO|PROV|||CANGALLO|0|
050208|AYACUCHO|CANGALLO|TOTOS|050206|CANGALLO|PROV|||CANGALLO|0|
050211|AYACUCHO|CANGALLO|MARIA PARADO DE BELLIDO|050204|CANGALLO|PROV|||CANGALLO|0|
050301|AYACUCHO|HUANTA|HUANTA|050401|HUANTA|PROV|||HUANTA|0|
050302|AYACUCHO|HUANTA|AYAHUANCO|050402|HUANTA|PROV|||HUANTA|0|
050303|AYACUCHO|HUANTA|HUAMANGUILLA|050403|HUANTA|PROV|||HUANTA|0|
050304|AYACUCHO|HUANTA|IGUAIN|050404|HUANTA|PROV|||HUANTA|0|
050305|AYACUCHO|HUANTA|LURICOCHA|050405|HUANTA|PROV|||HUANTA|0|
050307|AYACUCHO|HUANTA|SANTILLANA|050406|HUANTA|PROV|||HUANTA|0|
050308|AYACUCHO|HUANTA|SIVIA|050407|HUANTA|PROV|||HUANTA|0|
050309|AYACUCHO|HUANTA|LLOCHEGUA|050408|HUANTA|PROV|||HUANTA|0|
050401|AYACUCHO|LA MAR|SAN MIGUEL|050501|LA MAR|PROV|||LA MAR|0|
050402|AYACUCHO|LA MAR|ANCO|050502|LA MAR|PROV|||LA MAR|0|
050403|AYACUCHO|LA MAR|AYNA|050503|LA MAR|PROV|||LA MAR|0|
050404|AYACUCHO|LA MAR|CHILCAS|050504|LA MAR|PROV|||LA MAR|0|
050405|AYACUCHO|LA MAR|CHUNGUI|050505|LA MAR|PROV|||LA MAR|0|
050406|AYACUCHO|LA MAR|TAMBO|050508|LA MAR|PROV|||LA MAR|0|
050407|AYACUCHO|LA MAR|LUIS CARRANZA|050506|LA MAR|PROV|||LA MAR|0|
050408|AYACUCHO|LA MAR|SANTA ROSA|050507|LA MAR|PROV|||LA MAR|0|
050501|AYACUCHO|LUCANAS|PUQUIO|050601|LUCANAS|PROV|||LUCANAS|0|
050502|AYACUCHO|LUCANAS|AUCARA|050602|LUCANAS|PROV|||LUCANAS|0|
050503|AYACUCHO|LUCANAS|CABANA|050603|LUCANAS|PROV|||LUCANAS|0|
050504|AYACUCHO|LUCANAS|CARMEN SALCEDO|050604|LUCANAS|PROV|||LUCANAS|0|
050506|AYACUCHO|LUCANAS|CHAVIÑA|050605|LUCANAS|PROV|||LUCANAS|0|
050508|AYACUCHO|LUCANAS|CHIPAO|050606|LUCANAS|PROV|||LUCANAS|0|
050510|AYACUCHO|LUCANAS|HUAC-HUAS|050607|LUCANAS|PROV|||LUCANAS|0|
050511|AYACUCHO|LUCANAS|LARAMATE|050608|LUCANAS|PROV|||LUCANAS|0|
050512|AYACUCHO|LUCANAS|LEONCIO PRADO|050609|LUCANAS|PROV|||LUCANAS|0|
050513|AYACUCHO|LUCANAS|LUCANAS|050611|LUCANAS|PROV|||LUCANAS|0|
050514|AYACUCHO|LUCANAS|LLAUTA|050610|LUCANAS|PROV|||LUCANAS|0|
050516|AYACUCHO|LUCANAS|OCAÑA|050612|LUCANAS|PROV|||LUCANAS|0|
050517|AYACUCHO|LUCANAS|OTOCA|050613|LUCANAS|PROV|||LUCANAS|0|
050520|AYACUCHO|LUCANAS|SANCOS|050619|LUCANAS|PROV|||LUCANAS|0|
050521|AYACUCHO|LUCANAS|SAN JUAN|050616|LUCANAS|PROV|||LUCANAS|0|
050522|AYACUCHO|LUCANAS|SAN PEDRO|050617|LUCANAS|PROV|||LUCANAS|0|
050524|AYACUCHO|LUCANAS|SANTA ANA DE HUAYCAHUACHO|050620|LUCANAS|PROV|||LUCANAS|0|
050525|AYACUCHO|LUCANAS|SANTA LUCIA|050621|LUCANAS|PROV|||LUCANAS|0|
050529|AYACUCHO|LUCANAS|SAISA|050614|LUCANAS|PROV|||LUCANAS|0|
050531|AYACUCHO|LUCANAS|SAN PEDRO DE PALCO|050618|LUCANAS|PROV|||LUCANAS|0|
050532|AYACUCHO|LUCANAS|SAN CRISTOBAL|050615|LUCANAS|PROV|||LUCANAS|0|
050601|AYACUCHO|PARINACOCHAS|CORACORA|050701|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050604|AYACUCHO|PARINACOCHAS|CORONEL CASTAÑEDA|050703|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050605|AYACUCHO|PARINACOCHAS|CHUMPI|050702|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050608|AYACUCHO|PARINACOCHAS|PACAPAUSA|050704|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050611|AYACUCHO|PARINACOCHAS|PULLO|050705|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050612|AYACUCHO|PARINACOCHAS|PUYUSCA|050706|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050615|AYACUCHO|PARINACOCHAS|SAN FRANCISCO DE RAVACAYCO|050707|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050616|AYACUCHO|PARINACOCHAS|UPAHUACHO|050708|PARINACOCHAS|PROV|||PARINACOCHAS|0|
050701|AYACUCHO|VICTOR FAJARDO|HUANCAPI|051001|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050702|AYACUCHO|VICTOR FAJARDO|ALCAMENCA|051002|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050703|AYACUCHO|VICTOR FAJARDO|APONGO|051003|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050704|AYACUCHO|VICTOR FAJARDO|CANARIA|051005|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050706|AYACUCHO|VICTOR FAJARDO|CAYARA|051006|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050707|AYACUCHO|VICTOR FAJARDO|COLCA|051007|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050708|AYACUCHO|VICTOR FAJARDO|HUAYA|051010|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050709|AYACUCHO|VICTOR FAJARDO|HUAMANQUIQUIA|051008|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050710|AYACUCHO|VICTOR FAJARDO|HUANCARAYLLA|051009|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050713|AYACUCHO|VICTOR FAJARDO|SARHUA|051011|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050714|AYACUCHO|VICTOR FAJARDO|VILCANCHOS|051012|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050715|AYACUCHO|VICTOR FAJARDO|ASQUIPATA|051004|VICTOR FAJARDO|PROV|||VICTOR FAJARDO|0|
050801|AYACUCHO|HUANCA SANCOS|SANCOS|050301|HUANCA SANCOS|PROV|||HUANCA SANCOS|0|
050802|AYACUCHO|HUANCA SANCOS|SACSAMARCA|050303|HUANCA SANCOS|PROV|||HUANCA SANCOS|0|
050803|AYACUCHO|HUANCA SANCOS|SANTIAGO DE LUCANAMARCA|050304|HUANCA SANCOS|PROV|||HUANCA SANCOS|0|
050804|AYACUCHO|HUANCA SANCOS|CARAPO|050302|HUANCA SANCOS|PROV|||HUANCA SANCOS|0|
050901|AYACUCHO|VILCAS HUAMAN|VILCAS HUAMAN|051101|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050902|AYACUCHO|VILCAS HUAMAN|VISCHONGO|051108|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050903|AYACUCHO|VILCAS HUAMAN|ACCOMARCA|051102|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050904|AYACUCHO|VILCAS HUAMAN|CARHUANCA|051103|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050905|AYACUCHO|VILCAS HUAMAN|CONCEPCION|051104|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050906|AYACUCHO|VILCAS HUAMAN|HUAMBALPA|051105|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050907|AYACUCHO|VILCAS HUAMAN|SAURAMA|051107|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
050908|AYACUCHO|VILCAS HUAMAN|INDEPENDENCIA|051106|VILCAS HUAMAN|PROV|||VILCAS HUAMAN|0|
051001|AYACUCHO|PAUCAR DEL SARA SARA|PAUSA|050801|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051002|AYACUCHO|PAUCAR DEL SARA SARA|COLTA|050802|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051003|AYACUCHO|PAUCAR DEL SARA SARA|CORCULLA|050803|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051004|AYACUCHO|PAUCAR DEL SARA SARA|LAMPA|050804|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051005|AYACUCHO|PAUCAR DEL SARA SARA|MARCABAMBA|050805|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051006|AYACUCHO|PAUCAR DEL SARA SARA|OYOLO|050806|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051007|AYACUCHO|PAUCAR DEL SARA SARA|PARARCA|050807|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051008|AYACUCHO|PAUCAR DEL SARA SARA|SAN JAVIER DE ALPABAMBA|050808|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051009|AYACUCHO|PAUCAR DEL SARA SARA|SAN JOSE DE USHUA|050809|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051010|AYACUCHO|PAUCAR DEL SARA SARA|SARA SARA|050810|PAUCAR DEL SARA SARA|PROV|||PAUCAR DEL SARA SARA|0|
051101|AYACUCHO|SUCRE|QUEROBAMBA|050901|SUCRE|PROV|||SUCRE|0|
051102|AYACUCHO|SUCRE|BELEN|050902|SUCRE|PROV|||SUCRE|0|
051103|AYACUCHO|SUCRE|CHALCOS|050903|SUCRE|PROV|||SUCRE|0|
051104|AYACUCHO|SUCRE|SAN SALVADOR DE QUIJE|050909|SUCRE|PROV|||SUCRE|0|
051105|AYACUCHO|SUCRE|PAICO|050907|SUCRE|PROV|||SUCRE|0|
051106|AYACUCHO|SUCRE|SANTIAGO DE PAUCARAY|050910|SUCRE|PROV|||SUCRE|0|
051107|AYACUCHO|SUCRE|SAN PEDRO DE LARCAY|050908|SUCRE|PROV|||SUCRE|0|
051108|AYACUCHO|SUCRE|SORAS|050911|SUCRE|PROV|||SUCRE|0|
051109|AYACUCHO|SUCRE|HUACAÑA|050905|SUCRE|PROV|||SUCRE|0|
051110|AYACUCHO|SUCRE|CHILCAYOC|050904|SUCRE|PROV|||SUCRE|0|
051111|AYACUCHO|SUCRE|MORCOLLA|050906|SUCRE|PROV|||SUCRE|0|
060101|CAJAMARCA|CAJAMARCA|CAJAMARCA|060101|CAJAMARCA|PROV|||CAJAMARCA|1|
060102|CAJAMARCA|CAJAMARCA|ASUNCION|060102|ASUNCION|PROV|||CAJAMARCA|1|
060103|CAJAMARCA|CAJAMARCA|COSPAN|060104|COSPAN|PROV|||CAJAMARCA|1|
060104|CAJAMARCA|CAJAMARCA|CHETILLA|060103|CHETILLA|PROV|||CAJAMARCA|1|
060105|CAJAMARCA|CAJAMARCA|ENCAÑADA|060105|ENCAÑADA|PROV|||CAJAMARCA|1|
060106|CAJAMARCA|CAJAMARCA|JESUS|060106|JESUS|PROV|||CAJAMARCA|1|
060107|CAJAMARCA|CAJAMARCA|LOS BAÑOS DEL INCA|060108|LOS BAÑOS DEL INCA|PROV|||CAJAMARCA|1|
060108|CAJAMARCA|CAJAMARCA|LLACANORA|060107|LLACANORA|PROV|||CAJAMARCA|1|
060109|CAJAMARCA|CAJAMARCA|MAGDALENA|060109|MAGDALENA|PROV|||CAJAMARCA|1|
060110|CAJAMARCA|CAJAMARCA|MATARA|060110|MATARA|PROV|||CAJAMARCA|1|
060111|CAJAMARCA|CAJAMARCA|NAMORA|060111|NAMORA|PROV|||CAJAMARCA|1|
060112|CAJAMARCA|CAJAMARCA|SAN JUAN|060112|SAN JUAN|PROV|||CAJAMARCA|1|
060201|CAJAMARCA|CAJABAMBA|CAJABAMBA|060201|CAJABAMBA|PROV|Huamachuco||CAJABAMBA|0|
060202|CAJAMARCA|CAJABAMBA|CACHACHI|060202|CAJABAMBA|PROV|||CAJABAMBA|0|
060203|CAJAMARCA|CAJABAMBA|CONDEBAMBA|060203|CAJABAMBA|PROV|||CAJABAMBA|0|
060205|CAJAMARCA|CAJABAMBA|SITACOCHA|060204|CAJABAMBA|PROV|||CAJABAMBA|0|
060301|CAJAMARCA|CELENDIN|CELENDIN|060301|CELENDIN|PROV|||CELENDIN|0|
060302|CAJAMARCA|CELENDIN|CORTEGANA|060303|CELENDIN|PROV|||CELENDIN|0|
060303|CAJAMARCA|CELENDIN|CHUMUCH|060302|CELENDIN|PROV|||CELENDIN|0|
060304|CAJAMARCA|CELENDIN|HUASMIN|060304|CELENDIN|PROV|||CELENDIN|0|
060305|CAJAMARCA|CELENDIN|JORGE CHAVEZ|060305|CELENDIN|PROV|||CELENDIN|0|
060306|CAJAMARCA|CELENDIN|JOSE GALVEZ|060306|CELENDIN|PROV|||CELENDIN|0|
060307|CAJAMARCA|CELENDIN|MIGUEL IGLESIAS|060307|CELENDIN|PROV|||CELENDIN|0|
060308|CAJAMARCA|CELENDIN|OXAMARCA|060308|CELENDIN|PROV|||CELENDIN|0|
060309|CAJAMARCA|CELENDIN|SOROCHUCO|060309|CELENDIN|PROV|||CELENDIN|0|
060310|CAJAMARCA|CELENDIN|SUCRE|060310|CELENDIN|PROV|||CELENDIN|0|
060311|CAJAMARCA|CELENDIN|UTCO|060311|CELENDIN|PROV|||CELENDIN|0|
060312|CAJAMARCA|CELENDIN|LA LIBERTAD DE PALLAN|060312|CELENDIN|PROV|||CELENDIN|0|
060401|CAJAMARCA|CONTUMAZA|CONTUMAZA|060501|CONTUMAZA|PROV|||CONTUMAZA|0|
060403|CAJAMARCA|CONTUMAZA|CHILETE|060502|CONTUMAZA|PROV|||CONTUMAZA|0|
060404|CAJAMARCA|CONTUMAZA|GUZMANGO|060504|CONTUMAZA|PROV|||CONTUMAZA|0|
060405|CAJAMARCA|CONTUMAZA|SAN BENITO|060505|CONTUMAZA|PROV|||CONTUMAZA|0|
060406|CAJAMARCA|CONTUMAZA|CUPISNIQUE|060503|CONTUMAZA|PROV|||CONTUMAZA|0|
060407|CAJAMARCA|CONTUMAZA|TANTARICA|060507|CONTUMAZA|PROV|||CONTUMAZA|0|
060408|CAJAMARCA|CONTUMAZA|YONAN|060508|CONTUMAZA|PROV|||CONTUMAZA|0|
060409|CAJAMARCA|CONTUMAZA|SANTA CRUZ DE TOLED|060506|CONTUMAZA|PROV|||CONTUMAZA|0|
060501|CAJAMARCA|CUTERVO|CUTERVO|060601|CUTERVO|PROV|||CUTERVO|0|
060502|CAJAMARCA|CUTERVO|CALLAYUC|060602|CUTERVO|PROV|||CUTERVO|0|
